Using Newton-Raphson.
t=0.100, dt=0.1, MaxDpr=658.406, MaxDsw=0.00311111, Qo=346.53, Qw=0.00, Gauss=3
t=45.449, dt=0.354839, MaxDpr=0.528471, MaxDsw=0.00190701, Qo=346.53, Qw=0.00, Gauss=1052
t=45.875, dt=0.425806, MaxDpr=0.607557, MaxDsw=0.00231568, Qo=346.53, Qw=0.00, Gauss=1055
t=46.386, dt=0.510968, MaxDpr=0.691448, MaxDsw=0.00281448, Qo=346.53, Qw=0.00, Gauss=1059
t=46.999, dt=0.613161, MaxDpr=0.776419, MaxDsw=0.003422, Qo=346.53, Qw=0.00, Gauss=1063
t=47.735, dt=0.735793, MaxDpr=0.858416, MaxDsw=0.00415968, Qo=346.53, Qw=0.00, Gauss=1067
t=48.176, dt=0.441476, MaxDpr=0.489574, MaxDsw=0.00251178, Qo=346.53, Qw=0.00, Gauss=1074
t=48.706, dt=0.529771, MaxDpr=0.552985, MaxDsw=0.00303349, Qo=346.53, Qw=0.00, Gauss=1078
t=49.342, dt=0.635725, MaxDpr=0.645424, MaxDsw=0.00366083, Qo=346.53, Qw=0.00, Gauss=1082
t=50.105, dt=0.762871, MaxDpr=0.772482, MaxDsw=0.0044108, Qo=346.53, Qw=0.00, Gauss=1086
t=50.562, dt=0.457722, MaxDpr=0.457164, MaxDsw=0.00264923, Qo=346.53, Qw=0.00, Gauss=1093
t=51.112, dt=0.549267, MaxDpr=0.541596, MaxDsw=0.00317901, Qo=346.53, Qw=0.00, Gauss=1097
t=51.771, dt=0.65912, MaxDpr=0.664093, MaxDsw=0.00380673, Qo=346.53, Qw=0.00, Gauss=1101
t=52.562, dt=0.790944, MaxDpr=0.81364, MaxDsw=0.00454331, Qo=346.53, Qw=0.00, Gauss=1105
t=53.036, dt=0.474567, MaxDpr=0.493528, MaxDsw=0.00271292, Qo=346.53, Qw=0.00, Gauss=1112
t=53.606, dt=0.56948, MaxDpr=0.596149, MaxDsw=0.00323235, Qo=346.53, Qw=0.00, Gauss=1116
t=54.289, dt=0.683376, MaxDpr=0.718571, MaxDsw=0.0038371, Qo=346.53, Qw=0.00, Gauss=1120
t=55.109, dt=0.820051, MaxDpr=0.860305, MaxDsw=0.00453111, Qo=346.53, Qw=0.00, Gauss=1124
t=55.601, dt=0.492031, MaxDpr=0.510927, MaxDsw=0.00268797, Qo=346.53, Qw=0.00, Gauss=1131
t=56.192, dt=0.590437, MaxDpr=0.605284, MaxDsw=0.00317743, Qo=346.53, Qw=0.00, Gauss=1135
t=56.900, dt=0.708524, MaxDpr=0.711738, MaxDsw=0.00373617, Qo=346.53, Qw=0.00, Gauss=1139
t=57.750, dt=0.850229, MaxDpr=0.825294, MaxDsw=0.00436211, Qo=346.53, Qw=0.00, Gauss=1143
t=58.260, dt=0.510137, MaxDpr=0.475681, MaxDsw=0.00257007, Qo=346.53, Qw=0.00, Gauss=1150
t=58.873, dt=0.612165, MaxDpr=0.548656, MaxDsw=0.00303153, Qo=346.53, Qw=0.00, Gauss=1154
t=59.607, dt=0.734598, MaxDpr=0.623751, MaxDsw=0.00362808, Qo=346.53, Qw=0.00, Gauss=1158
t=60.489, dt=0.881517, MaxDpr=0.750958, MaxDsw=0.00432505, Qo=346.53, Qw=0.00, Gauss=1162
t=61.018, dt=0.52891, MaxDpr=0.476376, MaxDsw=0.00258015, Qo=346.53, Qw=0.00, Gauss=1170
t=61.652, dt=0.634692, MaxDpr=0.589165, MaxDsw=0.00307012, Qo=346.53, Qw=0.00, Gauss=1174
t=62.414, dt=0.761631, MaxDpr=0.729, MaxDsw=0.00363803, Qo=346.53, Qw=0.00, Gauss=1178
t=63.328, dt=0.913957, MaxDpr=0.902668, MaxDsw=0.00428621, Qo=346.53, Qw=0.00, Gauss=1182
t=63.876, dt=0.548374, MaxDpr=0.563227, MaxDsw=0.00253904, Qo=346.53, Qw=0.00, Gauss=1190
t=64.534, dt=0.658049, MaxDpr=0.686058, MaxDsw=0.00299635, Qo=346.53, Qw=0.00, Gauss=1194
t=65.324, dt=0.789659, MaxDpr=0.832578, MaxDsw=0.00351668, Qo=346.53, Qw=0.00, Gauss=1198
t=65.798, dt=0.473795, MaxDpr=0.510167, MaxDsw=0.00207966, Qo=346.53, Qw=0.00, Gauss=1205
t=66.366, dt=0.568554, MaxDpr=0.613811, MaxDsw=0.00245057, Qo=346.53, Qw=0.00, Gauss=1209
t=67.049, dt=0.682265, MaxDpr=0.735314, MaxDsw=0.00287341, Qo=346.53, Qw=0.00, Gauss=1213
t=67.867, dt=0.818718, MaxDpr=0.876502, MaxDsw=0.00334833, Qo=346.53, Qw=0.00, Gauss=1217
t=68.359, dt=0.491231, MaxDpr=0.529001, MaxDsw=0.00197197, Qo=346.53, Qw=0.00, Gauss=1224
t=68.948, dt=0.589477, MaxDpr=0.628181, MaxDsw=0.0023129, Qo=346.53, Qw=0.00, Gauss=1228
t=69.655, dt=0.707373, MaxDpr=0.740861, MaxDsw=0.00279991, Qo=346.53, Qw=0.00, Gauss=1232
t=70.504, dt=0.848847, MaxDpr=0.867042, MaxDsw=0.00346449, Qo=346.53, Qw=0.00, Gauss=1236
t=71.014, dt=0.509308, MaxDpr=0.515713, MaxDsw=0.00211373, Qo=346.53, Qw=0.00, Gauss=1243
t=71.625, dt=0.61117, MaxDpr=0.604747, MaxDsw=0.00258326, Qo=346.53, Qw=0.00, Gauss=1247
t=72.358, dt=0.733404, MaxDpr=0.702739, MaxDsw=0.00316075, Qo=346.53, Qw=0.00, Gauss=1251
t=73.238, dt=0.880085, MaxDpr=0.808592, MaxDsw=0.00386969, Qo=346.53, Qw=0.00, Gauss=1255
t=74.294, dt=1.0561, MaxDpr=0.917962, MaxDsw=0.00473596, Qo=346.53, Qw=0.00, Gauss=1259
t=74.928, dt=0.633661, MaxDpr=0.534965, MaxDsw=0.00287011, Qo=346.53, Qw=0.00, Gauss=1268
t=75.688, dt=0.760393, MaxDpr=0.613239, MaxDsw=0.00347833, Qo=346.53, Qw=0.00, Gauss=1272
t=76.601, dt=0.912472, MaxDpr=0.695431, MaxDsw=0.00421196, Qo=346.53, Qw=0.00, Gauss=1276
t=77.148, dt=0.547483, MaxDpr=0.404616, MaxDsw=0.00253769, Qo=346.53, Qw=0.00, Gauss=1283
t=77.805, dt=0.65698, MaxDpr=0.466134, MaxDsw=0.00305628, Qo=346.53, Qw=0.00, Gauss=1287
t=78.594, dt=0.788376, MaxDpr=0.531695, MaxDsw=0.00367619, Qo=346.53, Qw=0.00, Gauss=1291
t=79.540, dt=0.946051, MaxDpr=0.610355, MaxDsw=0.00441169, Qo=346.53, Qw=0.00, Gauss=1295
t=80.107, dt=0.567631, MaxDpr=0.365485, MaxDsw=0.00264354, Qo=346.53, Qw=0.00, Gauss=1302
t=80.788, dt=0.681157, MaxDpr=0.437657, MaxDsw=0.00316281, Qo=346.53, Qw=0.00, Gauss=1306
t=81.606, dt=0.817388, MaxDpr=0.522215, MaxDsw=0.00377395, Qo=346.53, Qw=0.00, Gauss=1310
t=82.587, dt=0.980866, MaxDpr=0.616687, MaxDsw=0.00448487, Qo=346.53, Qw=0.00, Gauss=1314
t=83.175, dt=0.588519, MaxDpr=0.360466, MaxDsw=0.00267122, Qo=346.53, Qw=0.00, Gauss=1321
t=83.881, dt=0.706223, MaxDpr=0.421686, MaxDsw=0.00317256, Qo=346.53, Qw=0.00, Gauss=1325
t=84.729, dt=0.847468, MaxDpr=0.488083, MaxDsw=0.00375188, Qo=346.53, Qw=0.00, Gauss=1329
t=85.746, dt=1.01696, MaxDpr=0.554464, MaxDsw=0.00441151, Qo=346.53, Qw=0.00, Gauss=1333
t=86.356, dt=0.610177, MaxDpr=0.335682, MaxDsw=0.00263285, Qo=346.53, Qw=0.00, Gauss=1341
t=87.088, dt=0.732212, MaxDpr=0.404975, MaxDsw=0.00313406, Qo=346.53, Qw=0.00, Gauss=1345
t=87.967, dt=0.878655, MaxDpr=0.488713, MaxDsw=0.00371566, Qo=346.53, Qw=0.00, Gauss=1349
t=89.021, dt=1.05439, MaxDpr=0.591817, MaxDsw=0.00437991, Qo=346.53, Qw=0.00, Gauss=1353
t=89.654, dt=0.632631, MaxDpr=0.369519, MaxDsw=0.00259558, Qo=346.53, Qw=0.00, Gauss=1362
t=90.413, dt=0.759158, MaxDpr=0.451717, MaxDsw=0.00306357, Qo=346.53, Qw=0.00, Gauss=1366
t=91.324, dt=0.910989, MaxDpr=0.554299, MaxDsw=0.00359599, Qo=346.53, Qw=0.00, Gauss=1370
t=92.417, dt=1.09319, MaxDpr=0.681754, MaxDsw=0.00418992, Qo=346.53, Qw=0.00, Gauss=1374
t=93.729, dt=1.31182, MaxDpr=0.838619, MaxDsw=0.00483526, Qo=346.53, Qw=0.00, Gauss=1379
t=94.516, dt=0.787095, MaxDpr=0.521694, MaxDsw=0.00282789, Qo=346.53, Qw=0.00, Gauss=1388
t=95.461, dt=0.944514, MaxDpr=0.631428, MaxDsw=0.00338221, Qo=346.53, Qw=0.00, Gauss=1392
t=96.594, dt=1.13342, MaxDpr=0.761194, MaxDsw=0.00406519, Qo=346.53, Qw=0.00, Gauss=1396
t=97.954, dt=1.3601, MaxDpr=0.911519, MaxDsw=0.0048683, Qo=346.53, Qw=0.00, Gauss=1401
t=98.770, dt=0.81606, MaxDpr=0.554145, MaxDsw=0.00291145, Qo=346.53, Qw=0.00, Gauss=1410
t=99.750, dt=0.979272, MaxDpr=0.657385, MaxDsw=0.00347317, Qo=346.53, Qw=0.00, Gauss=1414
t=100.925, dt=1.17513, MaxDpr=0.774336, MaxDsw=0.00412694, Qo=346.53, Qw=0.00, Gauss=1418
t=102.335, dt=1.41015, MaxDpr=0.903648, MaxDsw=0.00487598, Qo=346.53, Qw=0.00, Gauss=1423
t=103.181, dt=0.846091, MaxDpr=0.538882, MaxDsw=0.0028926, Qo=346.53, Qw=0.00, Gauss=1432
t=104.196, dt=1.01531, MaxDpr=0.629264, MaxDsw=0.003418, Qo=346.53, Qw=0.00, Gauss=1436
t=105.415, dt=1.21837, MaxDpr=0.728568, MaxDsw=0.00403603, Qo=346.53, Qw=0.00, Gauss=1440
t=106.146, dt=0.731022, MaxDpr=0.431884, MaxDsw=0.00247179, Qo=346.53, Qw=0.00, Gauss=1449
t=107.023, dt=0.877227, MaxDpr=0.503063, MaxDsw=0.00303278, Qo=346.53, Qw=0.00, Gauss=1453
t=108.076, dt=1.05267, MaxDpr=0.581969, MaxDsw=0.00372559, Qo=346.53, Qw=0.00, Gauss=1457
t=109.339, dt=1.26321, MaxDpr=0.667196, MaxDsw=0.00457814, Qo=346.53, Qw=0.00, Gauss=1461
t=110.097, dt=0.757924, MaxDpr=0.393212, MaxDsw=0.00278101, Qo=346.53, Qw=0.00, Gauss=1470
t=111.006, dt=0.909509, MaxDpr=0.45569, MaxDsw=0.0033799, Qo=346.53, Qw=0.00, Gauss=1474
t=112.098, dt=1.09141, MaxDpr=0.537425, MaxDsw=0.00410622, Qo=346.53, Qw=0.00, Gauss=1478
t=113.407, dt=1.30969, MaxDpr=0.638408, MaxDsw=0.00498065, Qo=346.53, Qw=0.00, Gauss=1482
t=114.193, dt=0.785816, MaxDpr=0.374653, MaxDsw=0.00300199, Qo=346.53, Qw=0.00, Gauss=1491
t=115.136, dt=0.942979, MaxDpr=0.44172, MaxDsw=0.00361456, Qo=346.53, Qw=0.00, Gauss=1495
t=116.268, dt=1.13157, MaxDpr=0.51471, MaxDsw=0.00434222, Qo=346.53, Qw=0.00, Gauss=1499
t=116.947, dt=0.678945, MaxDpr=0.297665, MaxDsw=0.0026032, Qo=346.53, Qw=0.00, Gauss=1507
t=117.761, dt=0.814734, MaxDpr=0.355916, MaxDsw=0.00311617, Qo=346.53, Qw=0.00, Gauss=1511
t=118.739, dt=0.97768, MaxDpr=0.430615, MaxDsw=0.00372003, Qo=346.53, Qw=0.00, Gauss=1515
t=119.912, dt=1.17322, MaxDpr=0.517892, MaxDsw=0.00442232, Qo=346.53, Qw=0.00, Gauss=1519
t=120.616, dt=0.70393, MaxDpr=0.308034, MaxDsw=0.00263413, Qo=346.53, Qw=0.00, Gauss=1527
t=121.461, dt=0.844716, MaxDpr=0.366195, MaxDsw=0.00312855, Qo=346.53, Qw=0.00, Gauss=1531
t=122.475, dt=1.01366, MaxDpr=0.433504, MaxDsw=0.00369938, Qo=346.53, Qw=0.00, Gauss=1535
t=123.691, dt=1.21639, MaxDpr=0.506789, MaxDsw=0.00434735, Qo=346.53, Qw=0.00, Gauss=1539
t=124.421, dt=0.729834, MaxDpr=0.307932, MaxDsw=0.00257145, Qo=346.53, Qw=0.00, Gauss=1548
t=125.297, dt=0.875801, MaxDpr=0.374303, MaxDsw=0.00302845, Qo=346.53, Qw=0.00, Gauss=1552
t=126.348, dt=1.05096, MaxDpr=0.457438, MaxDsw=0.00359578, Qo=346.53, Qw=0.00, Gauss=1556
t=127.609, dt=1.26115, MaxDpr=0.561952, MaxDsw=0.00430003, Qo=346.53, Qw=0.00, Gauss=1560
t=128.365, dt=0.756692, MaxDpr=0.350151, MaxDsw=0.00257018, Qo=346.53, Qw=0.00, Gauss=1569
t=129.273, dt=0.908031, MaxDpr=0.426842, MaxDsw=0.00306467, Qo=346.53, Qw=0.00, Gauss=1573
t=130.363, dt=1.08964, MaxDpr=0.521512, MaxDsw=0.00364064, Qo=346.53, Qw=0.00, Gauss=1577
t=131.671, dt=1.30756, MaxDpr=0.637429, MaxDsw=0.00430147, Qo=346.53, Qw=0.00, Gauss=1581
t=132.455, dt=0.784539, MaxDpr=0.394148, MaxDsw=0.00255253, Qo=346.53, Qw=0.00, Gauss=1590
t=133.397, dt=0.941446, MaxDpr=0.476393, MaxDsw=0.00301779, Qo=346.53, Qw=0.00, Gauss=1594
t=134.526, dt=1.12974, MaxDpr=0.574904, MaxDsw=0.00354945, Qo=346.53, Qw=0.00, Gauss=1598
t=135.882, dt=1.35568, MaxDpr=0.690719, MaxDsw=0.00414602, Qo=346.53, Qw=0.00, Gauss=1602
t=137.509, dt=1.62682, MaxDpr=0.823949, MaxDsw=0.00479885, Qo=346.53, Qw=0.00, Gauss=1607
t=138.485, dt=0.976092, MaxDpr=0.498489, MaxDsw=0.00281204, Qo=346.53, Qw=0.00, Gauss=1616
t=139.656, dt=1.17131, MaxDpr=0.588923, MaxDsw=0.00327496, Qo=346.53, Qw=0.00, Gauss=1620
t=141.062, dt=1.40557, MaxDpr=0.689521, MaxDsw=0.00378413, Qo=346.53, Qw=0.00, Gauss=1624
t=142.748, dt=1.68669, MaxDpr=0.797556, MaxDsw=0.00475946, Qo=346.53, Qw=0.00, Gauss=1629
t=143.761, dt=1.01201, MaxDpr=0.470951, MaxDsw=0.0029355, Qo=346.53, Qw=0.00, Gauss=1638
t=144.975, dt=1.21441, MaxDpr=0.544677, MaxDsw=0.00362776, Qo=346.53, Qw=0.00, Gauss=1642
t=146.432, dt=1.4573, MaxDpr=0.622381, MaxDsw=0.00448779, Qo=346.53, Qw=0.00, Gauss=1646
t=147.307, dt=0.874378, MaxDpr=0.364738, MaxDsw=0.00273672, Qo=346.53, Qw=0.00, Gauss=1655
t=148.356, dt=1.04925, MaxDpr=0.419996, MaxDsw=0.00334096, Qo=346.53, Qw=0.00, Gauss=1659
t=149.615, dt=1.2591, MaxDpr=0.499159, MaxDsw=0.00407999, Qo=346.53, Qw=0.00, Gauss=1663
t=151.126, dt=1.51093, MaxDpr=0.604345, MaxDsw=0.00497899, Qo=346.53, Qw=0.00, Gauss=1668
t=152.032, dt=0.906555, MaxDpr=0.361591, MaxDsw=0.00301186, Qo=346.53, Qw=0.00, Gauss=1677
t=153.120, dt=1.08787, MaxDpr=0.432795, MaxDsw=0.00364212, Qo=346.53, Qw=0.00, Gauss=1681
t=154.426, dt=1.30544, MaxDpr=0.514441, MaxDsw=0.00439793, Qo=346.53, Qw=0.00, Gauss=1685
t=155.209, dt=0.783264, MaxDpr=0.303328, MaxDsw=0.00264487, Qo=346.54, Qw=0.00, Gauss=1693
t=156.149, dt=0.939917, MaxDpr=0.363351, MaxDsw=0.0031779, Qo=346.53, Qw=0.00, Gauss=1697
t=157.277, dt=1.1279, MaxDpr=0.437262, MaxDsw=0.00381071, Qo=346.53, Qw=0.00, Gauss=1701
t=158.630, dt=1.35348, MaxDpr=0.521798, MaxDsw=0.00455425, Qo=346.53, Qw=0.00, Gauss=1705
t=159.442, dt=0.812088, MaxDpr=0.307915, MaxDsw=0.00272151, Qo=346.53, Qw=0.00, Gauss=1714
t=160.417, dt=0.974505, MaxDpr=0.364162, MaxDsw=0.00324443, Qo=346.53, Qw=0.00, Gauss=1718
t=161.586, dt=1.16941, MaxDpr=0.426042, MaxDsw=0.00385333, Qo=346.53, Qw=0.00, Gauss=1722
t=162.990, dt=1.40329, MaxDpr=0.490463, MaxDsw=0.00455118, Qo=346.53, Qw=0.00, Gauss=1726
t=163.832, dt=0.841973, MaxDpr=0.279604, MaxDsw=0.00269993, Qo=346.53, Qw=0.00, Gauss=1735
t=164.842, dt=1.01037, MaxDpr=0.32043, MaxDsw=0.00321763, Qo=346.53, Qw=0.00, Gauss=1739
t=166.054, dt=1.21244, MaxDpr=0.35973, MaxDsw=0.00383145, Qo=346.53, Qw=0.00, Gauss=1743
t=167.509, dt=1.45493, MaxDpr=0.427965, MaxDsw=0.00453807, Qo=346.53, Qw=0.00, Gauss=1747
t=168.382, dt=0.872957, MaxDpr=0.269189, MaxDsw=0.00269639, Qo=346.53, Qw=0.00, Gauss=1756
t=169.430, dt=1.04755, MaxDpr=0.330799, MaxDsw=0.00319182, Qo=346.53, Qw=0.00, Gauss=1760
t=170.687, dt=1.25706, MaxDpr=0.408917, MaxDsw=0.00375806, Qo=346.53, Qw=0.00, Gauss=1764
t=172.195, dt=1.50847, MaxDpr=0.507569, MaxDsw=0.00439218, Qo=346.53, Qw=0.00, Gauss=1768
t=173.100, dt=0.905082, MaxDpr=0.31852, MaxDsw=0.00258904, Qo=346.53, Qw=0.00, Gauss=1777
t=174.187, dt=1.0861, MaxDpr=0.389408, MaxDsw=0.00303639, Qo=346.53, Qw=0.00, Gauss=1781
t=175.490, dt=1.30332, MaxDpr=0.476556, MaxDsw=0.00353696, Qo=346.53, Qw=0.00, Gauss=1785
t=177.054, dt=1.56398, MaxDpr=0.582025, MaxDsw=0.00419044, Qo=346.53, Qw=0.00, Gauss=1789
t=177.992, dt=0.938389, MaxDpr=0.35953, MaxDsw=0.00252147, Qo=346.53, Qw=0.00, Gauss=1798
t=179.118, dt=1.12607, MaxDpr=0.43307, MaxDsw=0.00303057, Qo=346.53, Qw=0.00, Gauss=1802
t=180.470, dt=1.35128, MaxDpr=0.520223, MaxDsw=0.00363434, Qo=346.53, Qw=0.00, Gauss=1806
t=182.091, dt=1.62154, MaxDpr=0.621601, MaxDsw=0.00434255, Qo=346.53, Qw=0.00, Gauss=1811
t=183.064, dt=0.972922, MaxDpr=0.376404, MaxDsw=0.00259427, Qo=346.53, Qw=0.00, Gauss=1820
t=184.232, dt=1.16751, MaxDpr=0.446665, MaxDsw=0.00309167, Qo=346.53, Qw=0.00, Gauss=1824
t=185.633, dt=1.40101, MaxDpr=0.526834, MaxDsw=0.00367057, Qo=346.53, Qw=0.00, Gauss=1828
t=187.314, dt=1.68121, MaxDpr=0.6166, MaxDsw=0.00433453, Qo=346.53, Qw=0.00, Gauss=1833
t=188.322, dt=1.00873, MaxDpr=0.367507, MaxDsw=0.00257145, Qo=346.53, Qw=0.00, Gauss=1842
t=189.533, dt=1.21047, MaxDpr=0.430255, MaxDsw=0.00306455, Qo=346.53, Qw=0.00, Gauss=1846
t=190.985, dt=1.45256, MaxDpr=0.499755, MaxDsw=0.003803, Qo=346.53, Qw=0.00, Gauss=1850
t=192.729, dt=1.74308, MaxDpr=0.575022, MaxDsw=0.00472497, Qo=346.53, Qw=0.00, Gauss=1855
t=193.774, dt=1.04585, MaxDpr=0.338502, MaxDsw=0.00288791, Qo=346.53, Qw=0.00, Gauss=1864
t=195.029, dt=1.25502, MaxDpr=0.392077, MaxDsw=0.00353401, Qo=346.53, Qw=0.00, Gauss=1868
t=196.535, dt=1.50602, MaxDpr=0.476194, MaxDsw=0.00432609, Qo=346.53, Qw=0.00, Gauss=1872
t=197.439, dt=0.903611, MaxDpr=0.286403, MaxDsw=0.00262269, Qo=346.53, Qw=0.00, Gauss=1881
t=198.523, dt=1.08433, MaxDpr=0.345358, MaxDsw=0.0031809, Qo=346.53, Qw=0.00, Gauss=1885
t=199.825, dt=1.3012, MaxDpr=0.414699, MaxDsw=0.00385645, Qo=346.53, Qw=0.00, Gauss=1889
t=201.386, dt=1.56144, MaxDpr=0.49474, MaxDsw=0.00466847, Qo=346.53, Qw=0.00, Gauss=1893
t=202.323, dt=0.936864, MaxDpr=0.291997, MaxDsw=0.00281115, Qo=346.53, Qw=0.00, Gauss=1902
t=203.447, dt=1.12424, MaxDpr=0.345743, MaxDsw=0.00338164, Qo=346.53, Qw=0.00, Gauss=1906
t=204.796, dt=1.34908, MaxDpr=0.405175, MaxDsw=0.00405911, Qo=346.53, Qw=0.00, Gauss=1910
t=206.415, dt=1.6189, MaxDpr=0.467692, MaxDsw=0.00485404, Qo=346.53, Qw=0.00, Gauss=1914
t=207.386, dt=0.971341, MaxDpr=0.272653, MaxDsw=0.00290083, Qo=346.53, Qw=0.00, Gauss=1923
t=208.552, dt=1.16561, MaxDpr=0.331109, MaxDsw=0.00345735, Qo=346.53, Qw=0.00, Gauss=1927
t=209.951, dt=1.39873, MaxDpr=0.400272, MaxDsw=0.00410321, Qo=346.53, Qw=0.00, Gauss=1931
t=211.629, dt=1.67848, MaxDpr=0.480494, MaxDsw=0.00483912, Qo=346.53, Qw=0.00, Gauss=1935
t=212.636, dt=1.00709, MaxDpr=0.284285, MaxDsw=0.00286729, Qo=346.53, Qw=0.00, Gauss=1944
t=213.845, dt=1.2085, MaxDpr=0.337572, MaxDsw=0.00338227, Qo=346.53, Qw=0.00, Gauss=1948
t=215.295, dt=1.4502, MaxDpr=0.396665, MaxDsw=0.00396467, Qo=346.53, Qw=0.00, Gauss=1952
t=217.035, dt=1.74025, MaxDpr=0.459026, MaxDsw=0.00464434, Qo=346.53, Qw=0.00, Gauss=1957
t=218.079, dt=1.04415, MaxDpr=0.263142, MaxDsw=0.00278863, Qo=346.53, Qw=0.00, Gauss=1966
t=219.332, dt=1.25298, MaxDpr=0.308039, MaxDsw=0.00334197, Qo=346.53, Qw=0.00, Gauss=1970
t=220.836, dt=1.50357, MaxDpr=0.377097, MaxDsw=0.00399174, Qo=346.53, Qw=0.00, Gauss=1974
t=222.640, dt=1.80429, MaxDpr=0.463441, MaxDsw=0.00474297, Qo=346.53, Qw=0.00, Gauss=1979
t=223.723, dt=1.08257, MaxDpr=0.28836, MaxDsw=0.00282283, Qo=346.53, Qw=0.00, Gauss=1988
t=225.022, dt=1.29909, MaxDpr=0.350381, MaxDsw=0.00334752, Qo=346.53, Qw=0.00, Gauss=1992
t=226.581, dt=1.5589, MaxDpr=0.425471, MaxDsw=0.00394879, Qo=346.53, Qw=0.00, Gauss=1996
t=228.452, dt=1.87068, MaxDpr=0.515763, MaxDsw=0.00462395, Qo=346.53, Qw=0.00, Gauss=2001
t=229.574, dt=1.12241, MaxDpr=0.316571, MaxDsw=0.0027283, Qo=346.53, Qw=0.00, Gauss=2010
t=230.921, dt=1.34689, MaxDpr=0.379463, MaxDsw=0.00320304, Qo=346.53, Qw=0.00, Gauss=2014
t=232.537, dt=1.61627, MaxDpr=0.452684, MaxDsw=0.00373504, Qo=346.53, Qw=0.00, Gauss=2018
t=234.477, dt=1.93952, MaxDpr=0.536437, MaxDsw=0.00435946, Qo=346.53, Qw=0.00, Gauss=2023
t=235.640, dt=1.16371, MaxDpr=0.323073, MaxDsw=0.0027005, Qo=346.53, Qw=0.00, Gauss=2032
t=237.037, dt=1.39646, MaxDpr=0.380546, MaxDsw=0.0033545, Qo=346.53, Qw=0.00, Gauss=2036
t=238.713, dt=1.67575, MaxDpr=0.46102, MaxDsw=0.00417484, Qo=346.53, Qw=0.00, Gauss=2040
t=239.718, dt=1.00545, MaxDpr=0.281141, MaxDsw=0.00255497, Qo=346.53, Qw=0.00, Gauss=2049
t=240.925, dt=1.20654, MaxDpr=0.343455, MaxDsw=0.00313231, Qo=346.53, Qw=0.00, Gauss=2053
t=242.372, dt=1.44785, MaxDpr=0.419222, MaxDsw=0.00384435, Qo=346.53, Qw=0.00, Gauss=2057
t=244.110, dt=1.73742, MaxDpr=0.510926, MaxDsw=0.0047191, Qo=346.53, Qw=0.00, Gauss=2061
t=245.152, dt=1.04245, MaxDpr=0.307572, MaxDsw=0.00286487, Qo=346.53, Qw=0.00, Gauss=2070
t=246.403, dt=1.25094, MaxDpr=0.370984, MaxDsw=0.00347917, Qo=346.53, Qw=0.00, Gauss=2074
t=247.904, dt=1.50113, MaxDpr=0.445303, MaxDsw=0.00422274, Qo=346.53, Qw=0.00, Gauss=2078
t=248.805, dt=0.900677, MaxDpr=0.265395, MaxDsw=0.00254745, Qo=346.53, Qw=0.00, Gauss=2086
t=249.886, dt=1.08081, MaxDpr=0.315674, MaxDsw=0.00307241, Qo=346.53, Qw=0.00, Gauss=2090
t=251.183, dt=1.29697, MaxDpr=0.374443, MaxDsw=0.00370114, Qo=346.53, Qw=0.00, Gauss=2094
t=252.739, dt=1.55637, MaxDpr=0.439244, MaxDsw=0.00444812, Qo=346.53, Qw=0.00, Gauss=2098
t=253.673, dt=0.933822, MaxDpr=0.260984, MaxDsw=0.00266717, Qo=346.54, Qw=0.00, Gauss=2106
t=254.794, dt=1.12059, MaxDpr=0.313167, MaxDsw=0.00319306, Qo=346.53, Qw=0.00, Gauss=2110
t=256.138, dt=1.3447, MaxDpr=0.375326, MaxDsw=0.00381167, Qo=346.53, Qw=0.00, Gauss=2114
t=257.752, dt=1.61364, MaxDpr=0.445424, MaxDsw=0.00452988, Qo=346.53, Qw=0.00, Gauss=2118
t=258.720, dt=0.968187, MaxDpr=0.262046, MaxDsw=0.00269736, Qo=346.54, Qw=0.00, Gauss=2126
t=259.882, dt=1.16182, MaxDpr=0.307587, MaxDsw=0.00320189, Qo=346.53, Qw=0.00, Gauss=2130
t=261.276, dt=1.39419, MaxDpr=0.358355, MaxDsw=0.00378275, Qo=346.53, Qw=0.00, Gauss=2134
t=262.949, dt=1.67303, MaxDpr=0.409685, MaxDsw=0.00447458, Qo=346.53, Qw=0.00, Gauss=2138
t=263.953, dt=1.00382, MaxDpr=0.232124, MaxDsw=0.00267502, Qo=346.53, Qw=0.00, Gauss=2147
t=265.158, dt=1.20458, MaxDpr=0.264766, MaxDsw=0.00318983, Qo=346.53, Qw=0.00, Gauss=2151
t=266.603, dt=1.44549, MaxDpr=0.29562, MaxDsw=0.00378846, Qo=346.53, Qw=0.00, Gauss=2155
t=268.338, dt=1.73459, MaxDpr=0.351334, MaxDsw=0.00447285, Qo=346.53, Qw=0.00, Gauss=2159
t=269.378, dt=1.04076, MaxDpr=0.220557, MaxDsw=0.00265243, Qo=346.53, Qw=0.00, Gauss=2168
t=270.627, dt=1.24891, MaxDpr=0.269912, MaxDsw=0.00313243, Qo=346.53, Qw=0.00, Gauss=2172
t=272.126, dt=1.49869, MaxDpr=0.331474, MaxDsw=0.00367792, Qo=346.53, Qw=0.00, Gauss=2176
t=273.924, dt=1.79843, MaxDpr=0.407242, MaxDsw=0.00428465, Qo=346.53, Qw=0.00, Gauss=2180
t=276.083, dt=2.15811, MaxDpr=0.499636, MaxDsw=0.00493975, Qo=346.53, Qw=0.00, Gauss=2185
t=277.377, dt=1.29487, MaxDpr=0.309541, MaxDsw=0.00288638, Qo=346.53, Qw=0.00, Gauss=2195
